Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID,LocationID
MU,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,2.36448,1
SAF,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,12.2,16
SAF,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,27.7005,16
SAF,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,48.4641,16
SAF,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,85.9936,16
SAF,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,120.709,16
SAF,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,169.116,16
SAF,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,214.129,16
SAF,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,243.842,16
SAF,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,5.6075,16
SAF,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,11.4375,16
SAF,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,25.9691,16
SAF,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,45.4351,16
SAF,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,80.6189,16
SAF,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,113.165,16
SAF,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,158.546,16
SAF,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,200.746,16
SAF,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,228.602,16
SAF,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,2.99066,16
SAF,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,6.10002,16
SAF,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,13.8502,16
SAF,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,24.232,16
SAF,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,42.9968,16
SAF,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,60.3547,16
SAF,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,84.5579,16
SAF,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,107.065,16
SAF,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,121.921,16
SAF,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,4.486,16
SAF,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,9.15002,16
SAF,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,20.7753,16
SAF,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,36.3481,16
SAF,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,64.4951,16
SAF,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,90.532,16
SAF,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,126.837,16
SAF,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,160.597,16
SAF,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,182.882,16
SAF,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,3.73833,16
SAF,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,7.62502,16
SAF,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,17.3128,16
SAF,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,30.29,16
SAF,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,53.746,16
SAF,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,75.4433,16
SAF,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,105.697,16
SAF,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,133.831,16
SAF,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,152.401,16
SAF,  Transition Risk,Technology,New technology ,RCP8.5,2010,2.61683,16
SAF,  Transition Risk,Technology,New technology ,RCP8.5,2020,5.33752,16
SAF,  Transition Risk,Technology,New technology ,RCP8.5,2030,12.1189,16
SAF,  Transition Risk,Technology,New technology ,RCP8.5,2040,21.203,16
SAF,  Transition Risk,Technology,New technology ,RCP8.5,2050,37.6222,16
SAF,  Transition Risk,Technology,New technology ,RCP8.5,2060,52.8103,16
SAF,  Transition Risk,Technology,New technology ,RCP8.5,2070,73.9882,16
SAF,  Transition Risk,Technology,New technology ,RCP8.5,2080,93.6817,16
SAF,  Transition Risk,Technology,New technology ,RCP8.5,2090,106.681,16
SAF,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,1.1215,16
SAF,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,2.28751,16
SAF,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,5.19383,16
SAF,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,9.08701,16
SAF,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,16.1238,16
SAF,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,22.633,16
SAF,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,31.7092,16
SAF,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,40.1493,16
SAF,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,45.7204,16
SAF,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,1.86917,16
SAF,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,3.81251,16
SAF,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,8.6564,16
SAF,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,15.145,16
SAF,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,26.873,16
SAF,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,37.7217,16
SAF,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,52.8487,16
SAF,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,66.9155,16
SAF,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,76.2007,16
SAF,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,26.1683,16
SAF,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,53.3752,16
SAF,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,121.189,16
SAF,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,212.03,16
SAF,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,376.222,16
SAF,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,528.103,16
SAF,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,739.882,16
SAF,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,936.816,16
SAF,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,1066.81,16
SAF,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,37.3833,16
SAF,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,76.2502,16
SAF,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,173.128,16
SAF,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,302.9,16
SAF,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,537.459,16
SAF,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,754.433,16
SAF,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,1056.97,16
SAF,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,1338.31,16
SAF,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,1524.01,16
SAF,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,6.72899,16
SAF,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,13.725,16
SAF,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,31.163,16
SAF,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,54.5221,16
SAF,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,96.7427,16
SAF,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,135.798,16
SAF,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,190.255,16
SAF,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,240.896,16
SAF,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,274.323,16
UNVR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,32.2653,17
UNVR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,204.111,17
UNVR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,260.14,17
UNVR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,261.358,17
UNVR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,374.503,17
UNVR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,374.503,17
UNVR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,537.781,17
UNVR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,753.08,17
UNVR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,900.415,17
UNVR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,17.4432,17
UNVR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,134.005,17
UNVR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,337.112,17
UNVR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,633.227,17
UNVR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,868.688,17
UNVR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,939.967,17
UNVR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,982.485,17
UNVR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,1007.09,17
UNVR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,1056.78,17
UNVR,  Physical Risk,Chronic,Drought ,RCP8.5,2010,247.5,17
UNVR,  Physical Risk,Chronic,Drought ,RCP8.5,2020,234,17
UNVR,  Physical Risk,Chronic,Drought ,RCP8.5,2030,517.5,17
UNVR,  Physical Risk,Chronic,Drought ,RCP8.5,2040,639,17
UNVR,  Physical Risk,Chronic,Drought ,RCP8.5,2050,801,17
UNVR,  Physical Risk,Chronic,Drought ,RCP8.5,2060,796.5,17
UNVR,  Physical Risk,Chronic,Drought ,RCP8.5,2070,1327.5,17
UNVR,  Physical Risk,Chronic,Drought ,RCP8.5,2080,1296,17
UNVR,  Physical Risk,Chronic,Drought ,RCP8.5,2090,1120.5,17
UNVR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,2.9119,17
UNVR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,6.83963,17
UNVR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,23.2208,17
UNVR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,42.8574,17
UNVR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,54.9913,17
UNVR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,83.7016,17
UNVR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,132.356,17
UNVR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,186.131,17
UNVR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,212.251,17
UNVR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,7.76507,17
UNVR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,18.239,17
UNVR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,61.9222,17
UNVR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,114.286,17
UNVR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,146.644,17
UNVR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,223.204,17
UNVR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,352.95,17
UNVR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,496.35,17
UNVR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,566.003,17
UNVR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,7.27976,17
UNVR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,17.0991,17
UNVR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,58.0521,17
UNVR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,107.144,17
UNVR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,137.478,17
UNVR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,209.254,17
UNVR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,330.89,17
UNVR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,465.328,17
UNVR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,530.628,17
UNVR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,3.88254,17
UNVR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,9.1195,17
UNVR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,30.9611,17
UNVR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,57.1432,17
UNVR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,73.3218,17
UNVR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,111.602,17
UNVR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,176.475,17
UNVR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,248.175,17
UNVR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,283.002,17
UNVR,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,5.8238,17
UNVR,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,13.6793,17
UNVR,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,46.4417,17
UNVR,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,85.7149,17
UNVR,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,109.983,17
UNVR,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,167.403,17
UNVR,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,264.712,17
UNVR,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,372.263,17
UNVR,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,424.502,17
UNVR,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,4.85317,17
UNVR,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,11.3994,17
UNVR,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,38.7014,17
UNVR,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,71.429,17
UNVR,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,91.6522,17
UNVR,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,139.503,17
UNVR,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,220.594,17
UNVR,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,310.219,17
UNVR,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,353.752,17
UNVR,  Transition Risk,Technology,New technology ,RCP8.5,2010,3.39722,17
UNVR,  Transition Risk,Technology,New technology ,RCP8.5,2020,7.97957,17
UNVR,  Transition Risk,Technology,New technology ,RCP8.5,2030,27.091,17
UNVR,  Transition Risk,Technology,New technology ,RCP8.5,2040,50.0003,17
UNVR,  Transition Risk,Technology,New technology ,RCP8.5,2050,64.1566,17
UNVR,  Transition Risk,Technology,New technology ,RCP8.5,2060,97.6519,17
UNVR,  Transition Risk,Technology,New technology ,RCP8.5,2070,154.416,17
UNVR,  Transition Risk,Technology,New technology ,RCP8.5,2080,217.153,17
UNVR,  Transition Risk,Technology,New technology ,RCP8.5,2090,247.626,17
UNVR,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,1.45595,17
UNVR,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,3.41981,17
UNVR,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,11.6104,17
UNVR,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,21.4287,17
UNVR,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,27.4957,17
UNVR,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,41.8508,17
UNVR,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,66.1781,17
UNVR,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,93.0656,17
UNVR,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,106.126,17
UNVR,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,2.42658,17
UNVR,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,5.69969,17
UNVR,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,19.3507,17
UNVR,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,35.7145,17
UNVR,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,45.8261,17
UNVR,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,69.7513,17
UNVR,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,110.297,17
UNVR,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,155.109,17
UNVR,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,176.876,17
UNVR,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,33.9722,17
UNVR,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,79.7957,17
UNVR,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,270.91,17
UNVR,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,500.003,17
UNVR,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,641.566,17
UNVR,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,976.519,17
UNVR,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,1544.16,17
UNVR,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,2171.53,17
UNVR,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,2476.26,17
UNVR,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,48.5317,17
UNVR,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,113.994,17
UNVR,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,387.014,17
UNVR,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,714.29,17
UNVR,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,916.522,17
UNVR,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,1395.03,17
UNVR,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,2205.94,17
UNVR,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,3102.19,17
UNVR,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,3537.52,17
UNVR,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,8.73571,17
UNVR,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,20.5189,17
UNVR,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,69.6625,17
UNVR,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,128.572,17
UNVR,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,164.974,17
UNVR,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,251.105,17
UNVR,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,397.069,17
UNVR,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,558.394,17
UNVR,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,636.754,17
CHTR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,4.48266,18
CHTR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,28.3574,18
CHTR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,36.1416,18
CHTR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,36.3108,18
CHTR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,52.0302,18
CHTR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,52.0302,18
CHTR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,74.7146,18
CHTR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,104.626,18
CHTR,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,125.096,18
CHTR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,1.81304,18
CHTR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,4.6148,18
CHTR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,9.82328,18
CHTR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,21.5662,18
CHTR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,53.4058,18
CHTR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,126.704,18
CHTR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,188.24,18
CHTR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,240,18
CHTR,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,240,18
CHTR,  Physical Risk,Chronic,Drought ,RCP8.5,2010,9,18
CHTR,  Physical Risk,Chronic,Drought ,RCP8.5,2020,0,18
CHTR,  Physical Risk,Chronic,Drought ,RCP8.5,2030,49.5,18
CHTR,  Physical Risk,Chronic,Drought ,RCP8.5,2040,13.5,18
CHTR,  Physical Risk,Chronic,Drought ,RCP8.5,2050,40.5,18
CHTR,  Physical Risk,Chronic,Drought ,RCP8.5,2060,31.5,18
CHTR,  Physical Risk,Chronic,Drought ,RCP8.5,2070,85.5,18
CHTR,  Physical Risk,Chronic,Drought ,RCP8.5,2080,72,18
CHTR,  Physical Risk,Chronic,Drought ,RCP8.5,2090,94.5,18
CHTR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,0.389334,18
CHTR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,0.327798,18
CHTR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,1.47736,18
CHTR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,2.84069,18
CHTR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,4.18841,18
CHTR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,6.11061,18
CHTR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,10.5273,18
CHTR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,14.5627,18
CHTR,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,16.6809,18
CHTR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,1.03822,18
CHTR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,0.874128,18
CHTR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,3.93963,18
CHTR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,7.57517,18
CHTR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,11.1691,18
CHTR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,16.2949,18
CHTR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,28.0727,18
CHTR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,38.8338,18
CHTR,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,44.4823,18
CHTR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,0.973335,18
CHTR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,0.819495,18
CHTR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,3.69341,18
CHTR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,7.10171,18
CHTR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,10.471,18
CHTR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,15.2765,18
CHTR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,26.3182,18
CHTR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,36.4067,18
CHTR,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,41.7021,18
CHTR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0.519112,18
CHTR,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,0.437064,18
